dteday,time_period,temp,atemp,hum,windspeed,casual,registered,cnt,season,mnth,weekday,weathersit,yr,holiday,workingday
2012-02-01,3,0.55,0.52275,0.48250000000000004,0.2015,18.25,397.75,416.0,1,2,3,1,1,0,1
2012-02-01,4,0.455,0.45075,0.48375,0.2071,5.75,58.75,64.5,1,2,3,1,1,0,1
2012-02-02,1,0.3885714285714286,0.4004285714285714,0.8542857142857143,0.05117142857142857,5.857142857142857,159.0,164.85714285714286,1,2,4,3,1,0,1
2012-02-02,2,0.43200000000000005,0.4333,0.7140000000000001,0.11046,15.0,150.8,165.8,1,2,4,1,1,0,1
2012-02-02,3,0.39,0.38634999999999997,0.465,0.5,13.75,336.25,350.0,1,2,4,1,1,0,1
2012-02-02,4,0.3925,0.38255,0.5925,0.19774999999999998,2.375,44.875,47.25,1,2,4,1,1,0,1
2012-02-03,1,0.26,0.24892857142857142,0.6128571428571429,0.2302857142857143,10.0,180.71428571428572,190.71428571428572,1,2,5,1,1,0,1
2012-02-03,2,0.368,0.36967999999999995,0.43,0.09254,31.2,191.0,222.2,1,2,5,1,1,0,1
2012-02-03,3,0.365,0.375,0.4375,0.108225,16.5,309.25,325.75,1,2,5,1,1,0,1
2012-02-03,4,0.3,0.291675,0.55625,0.2220375,2.25,48.0,50.25,1,2,5,1,1,0,1
2012-02-04,1,0.24571428571428572,0.26407142857142857,0.8285714285714285,0.08528571428571428,14.285714285714286,96.85714285714286,111.14285714285714,1,2,6,1,1,0,0
2012-02-04,2,0.316,0.30907999999999997,0.666,0.17912,45.2,220.0,265.2,1,2,6,2,1,0,0
2012-02-04,3,0.27,0.26515,0.8125,0.171625,7.0,65.0,72.0,1,2,6,3,1,0,0
2012-02-04,4,0.245,0.2613625,0.79125,0.0933,3.75,51.25,55.0,1,2,6,1,1,0,0
2012-02-05,1,0.25142857142857145,0.24458571428571427,0.7228571428571428,0.2110857142857143,6.428571428571429,66.14285714285714,72.57142857142857,1,2,0,2,1,0,0
2012-02-05,2,0.288,0.28182,0.5980000000000001,0.2,37.6,229.0,266.6,1,2,0,2,1,0,0
2012-02-05,3,0.3,0.291675,0.5325,0.20895,12.5,139.0,151.5,1,2,0,1,1,0,0
2012-02-05,4,0.2475,0.257575,0.79125,0.1138125,4.375,58.125,62.5,1,2,0,2,1,0,0
2012-02-06,1,0.18857142857142858,0.2121,0.8042857142857143,0.1130142857142857,7.857142857142857,174.42857142857142,182.28571428571428,1,2,1,1,1,0,1
2012-02-06,2,0.384,0.39089999999999997,0.422,0.21791999999999997,17.6,148.4,166.0,1,2,1,1,1,0,1
2012-02-06,3,0.37,0.3674,0.4375,0.223875,9.5,330.25,339.75,1,2,1,1,1,0,1
2012-02-06,4,0.2542857142857143,0.27271428571428574,0.6885714285714286,0.10874285714285714,3.5714285714285716,42.0,45.57142857142857,1,2,1,1,1,0,1
2012-02-07,1,0.32571428571428573,0.3311571428571428,0.47000000000000003,0.1066142857142857,6.714285714285714,204.28571428571428,211.0,1,2,2,1,1,0,1
2012-02-07,2,0.43200000000000005,0.43334,0.378,0.25670000000000004,13.4,169.8,183.2,1,2,2,1,1,0,1
2012-02-07,3,0.4,0.40149999999999997,0.415,0.18655,10.5,383.75,394.25,1,2,2,1,1,0,1
2012-02-07,4,0.3075,0.3219625,0.6337499999999999,0.0951375,5.375,45.25,50.625,1,2,2,1,1,0,1
2012-02-08,1,0.24571428571428572,0.2576,0.6928571428571428,0.14714285714285716,5.0,190.71428571428572,195.71428571428572,1,2,3,2,1,0,1
2012-02-08,2,0.284,0.28788,0.648,0.15226,8.8,91.4,100.2,1,2,3,2,1,0,1
2012-02-08,3,0.24,0.2538,0.87,0.11195,4.5,147.5,152.0,1,2,3,3,1,0,1
2012-02-08,4,0.2575,0.2670375,0.7225,0.12127500000000001,1.5,38.875,40.375,1,2,3,1,1,0,1
2012-02-09,1,0.20857142857142857,0.19914285714285715,0.6357142857142858,0.24947142857142857,5.142857142857143,177.57142857142858,182.71428571428572,1,2,4,1,1,0,1
2012-02-09,2,0.308,0.28786,0.40199999999999997,0.25076,13.4,152.2,165.6,1,2,4,1,1,0,1
2012-02-09,3,0.33,0.33709999999999996,0.335,0.10075,8.75,318.75,327.5,1,2,4,1,1,0,1
2012-02-09,4,0.255,0.26325,0.71125,0.156725,3.125,48.5,51.625,1,2,4,2,1,0,1
2012-02-10,1,0.2285714285714286,0.23377142857142857,0.5385714285714286,0.1641857142857143,6.142857142857143,181.14285714285714,187.28571428571428,1,2,5,1,1,0,1
2012-02-10,2,0.316,0.3212,0.42000000000000004,0.1403,18.6,176.0,194.6,1,2,5,2,1,0,1
2012-02-10,3,0.32,0.333325,0.5425,0.08207500000000001,13.0,279.0,292.0,1,2,5,2,1,0,1
2012-02-10,4,0.28500000000000003,0.3087125,0.615,0.0784,4.875,42.5,47.375,1,2,5,2,1,0,1
2012-02-11,1,0.22285714285714286,0.23594285714285715,0.9128571428571429,0.1258,8.0,70.14285714285714,78.14285714285714,1,2,6,3,1,0,0
2012-02-11,2,0.26,0.24242,0.758,0.28358,21.0,172.8,193.8,1,2,6,2,1,0,0
2012-02-11,3,0.2,0.159075,0.4975,0.5559499999999999,4.75,95.75,100.5,1,2,6,2,1,0,0
2012-02-11,4,0.215,0.1951,0.6725,0.3041,1.5,29.875,31.375,1,2,6,3,1,0,0
2012-02-12,1,0.09999999999999999,0.08877142857142857,0.48142857142857143,0.3113,2.0,44.714285714285715,46.714285714285715,1,2,0,1,1,0,0
2012-02-12,2,0.164,0.12122,0.386,0.52538,9.4,132.2,141.6,1,2,0,1,1,0,0
2012-02-12,3,0.16,0.132575,0.3975,0.37315,2.75,77.25,80.0,1,2,0,1,1,0,0
2012-02-12,4,0.11250000000000002,0.08524999999999999,0.5325,0.4403125,0.125,21.625,21.75,1,2,0,1,1,0,0
2012-02-13,1,0.12571428571428572,0.13854285714285713,0.51,0.1726857142857143,2.7142857142857144,149.71428571428572,152.42857142857142,1,2,1,1,1,0,1
2012-02-13,2,0.332,0.32121999999999995,0.246,0.19702000000000003,8.6,143.2,151.8,1,2,1,1,1,0,1
2012-02-13,3,0.335,0.32575,0.2875,0.18655,6.25,316.0,322.25,1,2,1,1,1,0,1
2012-02-13,4,0.1825,0.198875,0.49000000000000005,0.1343375,0.875,37.5,38.375,1,2,1,1,1,0,1
2012-02-14,1,0.26,0.28354285714285715,0.5885714285714286,0.08317142857142858,4.142857142857143,192.57142857142858,196.71428571428572,1,2,2,2,1,0,1
2012-02-14,2,0.38,0.37574,0.41,0.28956,10.2,165.8,176.0,1,2,2,2,1,0,1
2012-02-14,3,0.385,0.390125,0.45,0.2388,11.0,337.5,348.5,1,2,2,2,1,0,1
2012-02-14,4,0.3,0.3238375,0.53,0.0503875,1.375,32.5,33.875,1,2,2,2,1,0,1
2012-02-15,1,0.31714285714285717,0.3008571428571428,0.6114285714285714,0.24307142857142858,6.142857142857143,200.28571428571428,206.42857142857142,1,2,3,1,1,0,1
2012-02-15,2,0.40800000000000003,0.41512000000000004,0.418,0.28956,8.8,165.0,173.8,1,2,3,1,1,0,1
2012-02-15,3,0.39,0.39392499999999997,0.4175,0.186575,9.75,359.5,369.25,1,2,3,1,1,0,1
2012-02-15,4,0.3175,0.335225,0.58875,0.05785,1.875,45.375,47.25,1,2,3,1,1,0,1
2012-02-16,1,0.3057142857142857,0.3203285714285714,0.7,0.10235714285714285,3.2857142857142856,169.57142857142858,172.85714285714286,1,2,4,2,1,0,1
2012-02-16,2,0.332,0.33937999999999996,0.77,0.10746,3.0,59.2,62.2,1,2,4,3,1,0,1
2012-02-16,3,0.33,0.33709999999999996,0.87,0.1082,6.25,272.75,279.0,1,2,4,2,1,0,1
2012-02-16,4,0.31,0.3295375,0.73,0.06345,1.375,44.625,46.0,1,2,4,2,1,0,1
2012-02-17,1,0.2942857142857143,0.3008571428571428,0.8785714285714287,0.15778571428571428,5.571428571428571,190.71428571428572,196.28571428571428,1,2,5,2,1,0,1
2012-02-17,2,0.404,0.4121,0.386,0.36418,37.0,183.2,220.2,1,2,5,1,1,0,1
2012-02-17,3,0.4,0.409075,0.3475,0.25,20.0,303.75,323.75,1,2,5,1,1,0,1
2012-02-17,4,0.32,0.3295375,0.72,0.1268625,5.625,42.375,48.0,1,2,5,2,1,0,1
2012-02-18,1,0.24857142857142858,0.2792142857142857,0.7357142857142858,0.061842857142857144,27.285714285714285,84.42857142857143,111.71428571428571,1,2,6,1,1,0,0
2012-02-18,2,0.41200000000000003,0.41212,0.41200000000000003,0.28358,178.2,238.4,416.6,1,2,6,1,1,0,0
2012-02-18,3,0.455,0.45075,0.405,0.22762500000000002,68.75,167.75,236.5,1,2,6,1,1,0,0
2012-02-18,4,0.3375,0.3390125,0.5,0.227625,9.75,53.625,63.375,1,2,6,1,1,0,0
2012-02-19,1,0.24857142857142858,0.22511428571428574,0.5314285714285715,0.2771857142857143,23.142857142857142,60.714285714285715,83.85714285714286,1,2,0,2,1,0,0
2012-02-19,2,0.304,0.29696,0.48,0.21790000000000004,66.0,177.6,243.6,1,2,0,2,1,0,0
2012-02-19,3,0.3,0.2841,0.505,0.27985,21.25,115.25,136.5,1,2,0,2,1,0,0
2012-02-19,4,0.28250000000000003,0.27273749999999997,0.53,0.2406875,5.125,37.125,42.25,1,2,0,2,1,0,0
2012-02-20,1,0.22571428571428573,0.19914285714285715,0.5542857142857143,0.3752714285714286,14.142857142857142,77.42857142857143,91.57142857142857,1,2,1,1,1,1,0
2012-02-20,2,0.32,0.31516,0.372,0.20598,61.2,223.8,285.0,1,2,1,1,1,1,0
2012-02-20,3,0.35000000000000003,0.3409,0.3225,0.223875,17.75,180.5,198.25,1,2,1,1,1,1,0
2012-02-20,4,0.2657142857142857,0.27922857142857144,0.6642857142857144,0.10237142857142857,3.7142857142857144,34.857142857142854,38.57142857142857,1,2,1,2,1,1,0
2012-02-21,1,0.21714285714285714,0.24459999999999998,0.7028571428571428,0.09595714285714285,4.714285714285714,171.28571428571428,176.0,1,2,2,1,1,0,1
2012-02-21,2,0.332,0.29998,0.506,0.40598,15.4,151.0,166.4,1,2,2,1,1,0,1
2012-02-21,3,0.365,0.35982499999999995,0.4475,0.36195,10.25,336.75,347.0,1,2,2,1,1,0,1
2012-02-21,4,0.28285714285714286,0.3051714285714286,0.6328571428571428,0.08315714285714286,1.7142857142857142,44.714285714285715,46.42857142857143,1,2,2,1,1,0,1
2012-02-22,1,0.32571428571428573,0.3333285714285714,0.72,0.11304285714285714,10.714285714285714,212.14285714285714,222.85714285714286,1,2,3,1,1,0,1
2012-02-22,2,0.45600000000000007,0.45150000000000007,0.45999999999999996,0.35822000000000004,27.0,186.4,213.4,1,2,3,1,1,0,1
2012-02-22,3,0.475,0.4659,0.41,0.29852500000000004,33.0,380.75,413.75,1,2,3,2,1,0,1
2012-02-22,4,0.38,0.3712,0.58125,0.23135,6.5,54.875,61.375,1,2,3,1,1,0,1
2012-02-23,1,0.3885714285714285,0.38094285714285714,0.7528571428571429,0.22387142857142855,19.142857142857142,206.71428571428572,225.85714285714286,1,2,4,1,1,0,1
2012-02-23,2,0.532,0.5091,0.366,0.16714,36.4,202.4,238.8,1,2,4,1,1,0,1
2012-02-23,3,0.51,0.492425,0.38,0.1306,32.0,410.5,442.5,1,2,4,1,1,0,1
2012-02-23,4,0.435,0.4356125,0.58625,0.20708749999999998,9.0,55.625,64.625,1,2,4,1,1,0,1
2012-02-24,1,0.38,0.38094285714285714,0.812857142857143,0.20470000000000002,13.0,186.57142857142858,199.57142857142858,1,2,5,2,1,0,1
2012-02-24,2,0.41600000000000004,0.42119999999999996,0.776,0.14626,17.0,125.8,142.8,1,2,5,2,1,0,1
2012-02-24,3,0.43,0.4318,0.845,0.156725,9.75,229.25,239.0,1,2,5,2,1,0,1
2012-02-24,4,0.415,0.4204375,0.59375,0.3638125,3.875,48.625,52.5,1,2,5,1,1,0,1
2012-02-25,1,0.2742857142857143,0.24242857142857144,0.5014285714285714,0.3774,9.857142857142858,82.57142857142857,92.42857142857143,1,2,6,1,1,0,0
2012-02-25,2,0.32,0.27878,0.288,0.54028,35.4,190.0,225.4,1,2,6,1,1,0,0
2012-02-25,3,0.28,0.238625,0.31,0.48507500000000003,11.25,125.25,136.5,1,2,6,1,1,0,0
2012-02-25,4,0.2925,0.26134999999999997,0.41375,0.3544875,3.25,48.25,51.5,1,2,6,1,1,0,0
2012-02-26,1,0.2285714285714286,0.21645714285714288,0.4557142857142857,0.25374285714285716,12.142857142857142,72.14285714285714,84.28571428571429,1,2,0,1,1,0,0
2012-02-26,2,0.33599999999999997,0.33331999999999995,0.33399999999999996,0.0776,62.2,268.4,330.6,1,2,0,1,1,0,0
2012-02-26,3,0.34,0.32955,0.36,0.20897500000000002,21.25,162.25,183.5,1,2,0,1,1,0,0
2012-02-26,4,0.2575,0.242425,0.4425,0.240675,4.25,47.25,51.5,1,2,0,1,1,0,0
2012-02-27,1,0.26857142857142857,0.25974285714285716,0.5971428571428571,0.1876142857142857,7.857142857142857,185.14285714285714,193.0,1,2,1,1,1,0,1
2012-02-27,2,0.4640000000000001,0.45758,0.33399999999999996,0.34628000000000003,20.8,174.6,195.4,1,2,1,1,1,0,1
2012-02-27,3,0.51,0.492425,0.2825,0.403,15.75,386.5,402.25,1,2,1,1,1,0,1
2012-02-27,4,0.32,0.3143875,0.6,0.2220125,3.875,44.25,48.125,1,2,1,1,1,0,1
2012-02-28,1,0.29714285714285715,0.27272857142857143,0.43285714285714283,0.3113,8.428571428571429,210.57142857142858,219.0,1,2,2,1,1,0,1
2012-02-28,2,0.392,0.39392,0.296,0.1045,16.4,175.6,192.0,1,2,2,1,1,0,1
2012-02-28,3,0.415,0.42042500000000005,0.275,0.097025,16.75,355.5,372.25,1,2,2,1,1,0,1
2012-02-28,4,0.365,0.365525,0.48625,0.1940375,2.625,45.0,47.625,1,2,2,1,1,0,1
2012-02-29,1,0.28285714285714286,0.29219999999999996,0.7928571428571428,0.13434285714285715,3.2857142857142856,76.71428571428571,80.0,1,2,3,2,1,0,1
2012-02-29,2,0.368,0.35756,0.8859999999999999,0.31046,3.0,88.8,91.8,1,2,3,2,1,0,1
2012-02-29,3,0.405,0.412875,0.8725,0.108225,5.0,156.0,161.0,1,2,3,2,1,0,1
2012-02-29,4,0.35428571428571426,0.3614428571428571,0.72,0.17058571428571428,1.0,23.428571428571427,24.428571428571427,1,2,3,1,1,0,1
2012-03-01,1,0.4714285714285714,0.4631857142857143,0.7785714285714286,0.14924285714285715,8.571428571428571,221.71428571428572,230.28571428571428,1,3,4,1,1,0,1
2012-03-01,2,0.58,0.5576,0.33399999999999996,0.25073999999999996,29.2,216.0,245.2,1,3,4,1,1,0,1
2012-03-01,3,0.505,0.48865000000000003,0.385,0.35075,24.75,402.0,426.75,1,3,4,1,1,0,1
2012-03-01,4,0.43,0.428,0.7637499999999999,0.2182875,2.5,53.125,55.625,1,3,4,1,1,0,1
2012-03-02,1,0.3171428571428571,0.3398,0.66,0.06397142857142858,13.285714285714286,210.57142857142858,223.85714285714286,1,3,5,1,1,0,1
2012-03-02,2,0.41600000000000004,0.42119999999999996,0.4779999999999999,0.25373999999999997,21.2,136.6,157.8,1,3,5,1,1,0,1
2012-03-02,3,0.36,0.3485,0.855,0.20147500000000002,7.5,133.0,140.5,1,3,5,3,1,0,1
2012-03-02,4,0.3425,0.3447,0.6675,0.1194125,2.125,32.375,34.5,1,3,5,1,1,0,1
2012-03-03,1,0.3742857142857143,0.38094285714285714,0.9042857142857142,0.07038571428571429,11.0,67.42857142857143,78.42857142857143,1,3,6,2,1,0,0
2012-03-03,2,0.45999999999999996,0.45452000000000004,0.43600000000000005,0.2985,119.4,267.4,386.8,1,3,6,1,1,0,0
2012-03-03,3,0.475,0.46587500000000004,0.2775,0.22015,55.25,210.25,265.5,1,3,6,1,1,0,0
2012-03-03,4,0.39,0.3901375,0.66125,0.1250125,7.625,57.5,65.125,1,3,6,1,1,0,0
2012-03-04,1,0.3085714285714286,0.28137142857142855,0.4928571428571429,0.3305142857142857,17.571428571428573,77.42857142857143,95.0,1,3,0,1,1,0,0
2012-03-04,2,0.356,0.3212,0.348,0.41790000000000005,87.0,244.2,331.2,1,3,0,1,1,0,0
2012-03-04,3,0.31,0.272725,0.345,0.47757499999999997,22.25,144.5,166.75,1,3,0,1,1,0,0
2012-03-04,4,0.33,0.32575,0.38875,0.2145375,7.875,46.5,54.375,1,3,0,2,1,0,0
2012-03-05,1,0.21142857142857144,0.2337857142857143,0.5828571428571429,0.09808571428571429,9.0,160.0,169.0,1,3,1,1,1,0,1
2012-03-05,2,0.27999999999999997,0.27576,0.524,0.22984,17.8,127.2,145.0,1,3,1,2,1,0,1
2012-03-05,3,0.275,0.246225,0.475,0.41045,9.25,282.5,291.75,1,3,1,1,1,0,1
2012-03-05,4,0.2325,0.2234875,0.44375,0.251875,1.75,30.5,32.25,1,3,1,1,1,0,1
2012-03-06,1,0.19999999999999998,0.22077142857142856,0.49714285714285716,0.10448571428571429,9.857142857142858,189.42857142857142,199.28571428571428,1,3,2,1,1,0,1
2012-03-06,2,0.316,0.303,0.368,0.20895999999999998,18.2,152.6,170.8,1,3,2,1,1,0,1
2012-03-06,3,0.34,0.31437499999999996,0.4275,0.276125,12.0,332.25,344.25,1,3,2,1,1,0,1
2012-03-06,4,0.2325,0.2253875,0.49125,0.2425375,1.625,39.625,41.25,1,3,2,1,1,0,1
2012-03-07,1,0.31142857142857144,0.29004285714285716,0.5599999999999999,0.3283714285714286,13.285714285714286,216.42857142857142,229.71428571428572,1,3,3,1,1,0,1
2012-03-07,2,0.512,0.49394,0.364,0.40001999999999993,36.4,182.0,218.4,1,3,3,1,1,0,1
2012-03-07,3,0.54,0.51515,0.44,0.391775,31.75,412.5,444.25,1,3,3,1,1,0,1
2012-03-07,4,0.35,0.335225,0.6025,0.3041125,3.75,51.125,54.875,1,3,3,1,1,0,1
2012-03-08,1,0.4571428571428572,0.45235714285714285,0.7257142857142858,0.37314285714285716,15.857142857142858,227.0,242.85714285714286,1,3,4,1,1,0,1
2012-03-08,2,0.608,0.60302,0.462,0.6119600000000001,34.2,208.6,242.8,1,3,4,2,1,0,1
2012-03-08,3,0.61,0.6212,0.3975,0.5112,34.5,441.75,476.25,1,3,4,2,1,0,1
2012-03-08,4,0.49750000000000005,0.4905125,0.58,0.3601125,8.25,62.125,70.375,1,3,4,1,1,0,1
2012-03-09,1,0.3657142857142857,0.3441571428571429,0.4428571428571429,0.4051142857142857,10.714285714285714,205.42857142857142,216.14285714285714,1,3,5,2,1,0,1
2012-03-09,2,0.42000000000000004,0.41512000000000004,0.276,0.38805999999999996,45.2,191.6,236.8,1,3,5,1,1,0,1
2012-03-09,3,0.425,0.428,0.275,0.47015,28.25,331.5,359.75,1,3,5,1,1,0,1
2012-03-09,4,0.4375,0.4166625,0.52375,0.41231249999999997,4.125,50.0,54.125,1,3,5,1,1,0,1
2012-03-10,1,0.24,0.22292857142857142,0.4042857142857143,0.3134428571428572,21.0,95.85714285714286,116.85714285714286,1,3,6,1,1,0,0
2012-03-10,2,0.332,0.32422,0.274,0.17912,108.2,264.0,372.2,1,3,6,1,1,0,0
2012-03-10,3,0.345,0.359825,0.255,0.055975,54.0,185.0,239.0,1,3,6,1,1,0,0
2012-03-10,4,0.2725,0.2556875,0.39875,0.26305,8.0,52.375,60.375,1,3,6,1,1,0,0
2012-03-11,1,0.2657142857142857,0.26189999999999997,0.6,0.1983,27.285714285714285,74.57142857142857,101.85714285714286,1,3,0,1,1,0,0
2012-03-11,2,0.45600000000000007,0.45148,0.33799999999999997,0.30746,188.6,285.6,474.2,1,3,0,1,1,0,0
2012-03-11,3,0.495,0.48105,0.33499999999999996,0.2724,107.25,221.75,329.0,1,3,0,1,1,0,0
2012-03-11,4,0.31428571428571433,0.32250000000000006,0.5342857142857144,0.15778571428571428,13.571428571428571,59.42857142857143,73.0,1,3,0,1,1,0,0
2012-03-12,1,0.3685714285714286,0.3722857142857143,0.5428571428571428,0.1641857142857143,18.285714285714285,196.57142857142858,214.85714285714286,1,3,1,1,1,0,1
2012-03-12,2,0.556,0.53638,0.356,0.26866,72.0,179.4,251.4,1,3,1,1,1,0,1
2012-03-12,3,0.585,0.57575,0.4475,0.26492499999999997,73.0,449.0,522.0,1,3,1,2,1,0,1
2012-03-12,4,0.4375,0.4299125,0.54625,0.17909999999999998,7.25,48.875,56.125,1,3,1,1,1,0,1
2012-03-13,1,0.4828571428571428,0.4718428571428572,0.7999999999999999,0.2494714285714286,21.857142857142858,227.0,248.85714285714286,1,3,2,1,1,0,1
2012-03-13,2,0.6519999999999999,0.6242599999999999,0.492,0.32242000000000004,54.6,209.0,263.6,1,3,2,1,1,0,1
2012-03-13,3,0.6599999999999999,0.6288,0.4175,0.19777499999999998,63.25,496.75,560.0,1,3,2,1,1,0,1
2012-03-13,4,0.535,0.5113624999999999,0.63625,0.19216249999999999,10.375,58.0,68.375,1,3,2,1,1,0,1
2012-03-14,1,0.4942857142857143,0.48701428571428573,0.7042857142857143,0.0853,26.571428571428573,250.14285714285714,276.7142857142857,1,3,3,1,1,0,1
2012-03-14,2,0.6839999999999999,0.63032,0.256,0.14926,67.4,209.4,276.8,1,3,3,1,1,0,1
2012-03-14,3,0.665,0.6288,0.32,0.089575,89.0,494.25,583.25,1,3,3,1,1,0,1
2012-03-14,4,0.525,0.5113624999999999,0.585,0.132475,14.75,67.5,82.25,1,3,3,1,1,0,1
2012-03-15,1,0.47714285714285715,0.4675285714285714,0.7042857142857143,0.08744285714285714,23.571428571428573,238.85714285714286,262.42857142857144,1,3,4,1,1,0,1
2012-03-15,2,0.688,0.63938,0.38,0.18808,79.4,222.4,301.8,1,3,4,2,1,0,1
2012-03-15,3,0.645,0.6060749999999999,0.4825,0.27237500000000003,77.25,476.25,553.5,1,3,4,1,1,0,1
2012-03-15,4,0.5025,0.4867375,0.64375,0.1194,16.75,62.25,79.0,1,3,4,1,1,0,1
2012-03-16,1,0.40857142857142864,0.4155857142857143,0.8485714285714285,0.12794285714285714,23.571428571428573,215.0,238.57142857142858,1,3,5,2,1,0,1
2012-03-16,2,0.46399999999999997,0.45755999999999997,0.78,0.06568,43.4,155.0,198.4,1,3,5,2,1,0,1
2012-03-16,3,0.47,0.4621,0.85,0.0448,27.0,272.25,299.25,1,3,5,3,1,0,1
2012-03-16,4,0.425,0.428025,0.87125,0.16417500000000002,7.25,57.625,64.875,1,3,5,2,1,0,1
2012-03-17,1,0.44571428571428573,0.44370000000000004,0.8914285714285715,0.11941428571428572,81.14285714285714,160.42857142857142,241.57142857142858,1,3,6,2,1,0,0
2012-03-17,2,0.612,0.6,0.568,0.09852000000000001,329.6,348.6,678.2,1,3,6,1,1,0,0
2012-03-17,3,0.6,0.57955,0.5875,0.2276,189.0,285.0,474.0,1,3,6,1,1,0,0
2012-03-17,4,0.47,0.462125,0.83875,0.052250000000000005,22.875,84.375,107.25,1,3,6,2,1,0,0
2012-03-18,1,0.41714285714285715,0.42205714285714285,0.8885714285714286,0.11942857142857144,53.857142857142854,96.42857142857143,150.28571428571428,1,3,0,2,1,0,0
2012-03-18,2,0.496,0.48182,0.776,0.11346,221.4,311.2,532.6,1,3,0,2,1,0,0
2012-03-18,3,0.55,0.522725,0.6725,0.138075,143.75,243.75,387.5,1,3,0,1,1,0,0
2012-03-18,4,0.4675,0.4602,0.8312499999999999,0.1362,18.5,59.875,78.375,1,3,0,1,1,0,0
2012-03-19,1,0.48571428571428577,0.47400000000000003,0.8142857142857143,0.12792857142857145,30.0,227.14285714285714,257.14285714285717,1,3,1,1,1,0,1
2012-03-19,2,0.632,0.61516,0.578,0.22984,72.4,222.8,295.2,1,3,1,1,1,0,1
2012-03-19,3,0.625,0.61365,0.5875,0.23135,86.5,513.75,600.25,1,3,1,1,1,0,1
2012-03-19,4,0.5025000000000001,0.49241250000000003,0.81875,0.1156875,8.0,51.5,59.5,1,3,1,1,1,0,1
2012-03-20,1,0.5342857142857144,0.5108428571428572,0.8985714285714286,0.14072857142857143,28.0,189.71428571428572,217.71428571428572,1,3,2,2,1,0,1
2012-03-20,2,0.608,0.59094,0.728,0.18805999999999998,73.0,220.6,293.6,1,3,2,1,1,0,1
2012-03-20,3,0.59,0.5682,0.7075,0.1679,99.25,521.5,620.75,1,3,2,1,1,0,1
2012-03-20,4,0.54,0.5151749999999999,0.82875,0.0391875,11.625,65.625,77.25,1,3,2,1,1,0,1
2012-03-21,1,0.49714285714285716,0.4826714285714286,0.8914285714285715,0.1641857142857143,26.714285714285715,221.0,247.71428571428572,2,3,3,2,1,0,1
2012-03-21,2,0.556,0.5273,0.778,0.0,74.4,201.2,275.6,2,3,3,2,1,0,1
2012-03-21,3,0.59,0.57955,0.7,0.0448,106.75,509.25,616.0,2,3,3,1,1,0,1
2012-03-21,4,0.5175000000000001,0.4981,0.8475,0.1026125,17.0,64.75,81.75,2,3,3,1,1,0,1
2012-03-22,1,0.4942857142857143,0.48050000000000004,0.9742857142857143,0.0768,31.142857142857142,234.42857142857142,265.57142857142856,2,3,4,2,1,0,1
2012-03-22,2,0.596,0.5727599999999999,0.746,0.15522,90.8,220.4,311.2,2,3,4,1,1,0,1
2012-03-22,3,0.65,0.613625,0.66,0.15300000000000002,120.5,534.75,655.25,2,3,4,1,1,0,1
2012-03-22,4,0.5325,0.509475,0.845,0.111975,22.5,81.875,104.375,2,3,4,1,1,0,1
2012-03-23,1,0.5285714285714286,0.5086285714285714,0.8857142857142858,0.08102857142857144,59.57142857142857,244.85714285714286,304.42857142857144,2,3,5,2,1,0,1
2012-03-23,2,0.704,0.64544,0.47000000000000003,0.12538,197.8,280.6,478.4,2,3,5,2,1,0,1
2012-03-23,3,0.685,0.632575,0.45999999999999996,0.16417500000000002,207.75,521.75,729.5,2,3,5,1,1,0,1
2012-03-23,4,0.56,0.5454625,0.78375,0.11754999999999999,29.0,86.125,115.125,2,3,5,1,1,0,1
2012-03-24,1,0.5114285714285715,0.4934857142857143,0.8757142857142857,0.16842857142857143,58.857142857142854,101.57142857142857,160.42857142857142,2,3,6,2,1,0,0
2012-03-24,2,0.512,0.49391999999999997,0.9279999999999999,0.31044,70.6,143.2,213.8,2,3,6,3,1,0,0
2012-03-24,3,0.465,0.45830000000000004,0.94,0.194025,33.25,90.75,124.0,2,3,6,3,1,0,0
2012-03-24,4,0.5075000000000001,0.49055,0.84,0.1399375,16.875,68.625,85.5,2,3,6,1,1,0,0
2012-03-25,1,0.4,0.4091,0.9471428571428572,0.2857142857142857,35.714285714285715,84.71428571428571,120.42857142857143,2,3,0,2,1,0,0
2012-03-25,2,0.43600000000000005,0.43635999999999997,0.8699999999999999,0.14926,129.4,281.4,410.8,2,3,0,2,1,0,0
2012-03-25,3,0.495,0.48102500000000004,0.7324999999999999,0.1642,131.25,254.75,386.0,2,3,0,1,1,0,0
2012-03-25,4,0.4425,0.4412625,0.9037499999999999,0.2369375,13.75,55.625,69.375,2,3,0,1,1,0,0
2012-03-26,1,0.4542857142857143,0.45020000000000004,0.5814285714285715,0.3177,27.571428571428573,228.57142857142858,256.14285714285717,2,3,1,1,1,0,1
2012-03-26,2,0.48,0.4697,0.298,0.5821,65.2,199.8,265.0,2,3,1,1,1,0,1
2012-03-26,3,0.43,0.4318,0.25,0.44405,52.0,454.75,506.75,2,3,1,1,1,0,1
2012-03-26,4,0.425,0.4128625,0.61375,0.2966375,8.5,43.125,51.625,2,3,1,1,1,0,1
2012-03-27,1,0.24,0.2381,0.36,0.22174285714285716,13.0,210.57142857142858,223.57142857142858,2,3,2,1,1,0,1
2012-03-27,2,0.384,0.38483999999999996,0.244,0.059699999999999996,39.4,184.6,224.0,2,3,2,1,1,0,1
